ESTAGIOID,CARGA_HORARIA,SITUACAO,TIPOESTAGIO,ESTAGIARIO_ID,CLASSIFICACAO,DATA_INICIO,DATA_FIM,ORIENTADOR_FK,CURSOID,MODALIDADE,NIVEL,CURSO,EMPRESAID,EMPRESA,TIPOEMPRESA
4907,1248,3,1,353,0,2013-12-10,2015-04-22,309,682,1,2,"Bacharelado em Administração",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
754,300,3,0,357,NULL,2015-11-10,2016-01-29,319,682,1,2,"Bacharelado em Administração",752,"Prefeitura Municipal de Japonvar",1
759,300,3,0,361,NULL,2015-11-23,2016-02-05,309,682,1,2,"Bacharelado em Administração",757,"Construtora Gusmão e Veloso LTDA - Lontra/MG",NULL
764,690,3,0,365,NULL,2012-12-10,2013-06-03,328,682,1,2,"Bacharelado em Administração",762,"Luciene Andrade Santos - ME -Januária/MG",NULL
769,100,3,0,369,NULL,2015-06-27,2015-09-30,309,682,1,2,"Bacharelado em Administração",767,"Presídio de Januária/MG",NULL
770,252,3,0,369,NULL,2015-10-01,2015-12-08,319,682,1,2,"Bacharelado em Administração",767,"Presídio de Januária/MG",NULL
775,498,3,0,374,NULL,2016-01-04,2016-04-29,319,682,1,2,"Bacharelado em Administração",773,"Contabilidade J. Faria - Januária/MG",NULL
780,300,3,0,379,NULL,2015-01-05,2015-03-09,309,682,1,2,"Bacharelado em Administração",778,"EG3 - Comércio e Serviços LTDA - ME - Januária/MG",NULL
783,480,3,0,383,0,2014-08-05,2015-05-15,309,682,1,2,"Bacharelado em Administração",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
786,320,3,0,384,NULL,2015-08-03,2015-12-31,319,682,1,2,"Bacharelado em Administração",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
790,300,3,0,386,1,2016-05-18,2016-05-19,278,682,1,2,"Bacharelado em Administração",NULL,NULL,NULL
795,320,3,0,390,0,2014-08-04,2014-12-21,328,682,1,2,"Bacharelado em Administração",2268,"Departamento de Edificações e Estradas de Rodagem do Estado de Minas Gerais - DEER",1
798,300,3,0,393,0,2016-03-07,2016-06-22,319,682,1,2,"Bacharelado em Administração",4,"Empresa de Assistência Técnica e Extensão Rural do Estado de Minas Gerais - EMATER - MG",1
1584,300,3,0,675,0,2018-06-04,2018-08-28,1186,682,1,2,"Bacharelado em Administração",1582,"Mega Móveis Eireli",2
3115,300,3,0,691,0,2018-06-11,2018-08-17,1186,682,1,2,"Bacharelado em Administração",1617,"Isa Distribuidora - Valéria Martins de Jesus",NULL
1635,2472,3,1,702,0,2018-05-21,2020-02-25,1186,682,1,2,"Bacharelado em Administração",575,"Governo de Minas Gerais",1
5713,348,3,1,702,0,2020-03-04,2020-05-20,1186,682,1,2,"Bacharelado em Administração",575,"Governo de Minas Gerais",1
5716,144,3,1,702,0,2020-11-03,2021-05-02,1186,682,1,2,"Bacharelado em Administração",2273,"Banco do Nordeste do Brasil S.A - BNB",2
5817,1448,3,0,702,0,2020-12-23,2022-05-31,1186,682,1,2,"Bacharelado em Administração",2273,"Banco do Nordeste do Brasil S.A - BNB",2
1904,762,3,0,831,0,2018-08-16,2019-02-15,1186,682,1,2,"Bacharelado em Administração",1903,"Itaú Unibanco S.A",2
1907,1860,3,1,833,0,2018-08-06,2020-08-05,1186,682,1,2,"Bacharelado em Administração",575,"Governo de Minas Gerais",1
6036,540,3,0,833,0,2021-08-04,2022-02-18,1186,682,1,2,"Bacharelado em Administração",2273,"Banco do Nordeste do Brasil S.A - BNB",2
1940,192,3,1,851,NULL,2018-09-05,2018-12-14,323,682,1,2,"Bacharelado em Administração",1938,"Imobiliária Mota LTDA ",NULL
2906,300,3,0,851,0,2019-08-05,2019-11-05,1186,682,1,2,"Bacharelado em Administração",2260,"Marinho's Esports LTDA",2
6034,144,3,1,851,0,2021-10-11,2021-10-16,1186,682,1,2,"Bacharelado em Administração",1792,"Cros Agro Industrial LTDA",2
2013,356,3,0,895,0,2018-10-29,2019-02-15,1186,682,1,2,"Bacharelado em Administração",2011,"Comercial Mosqueira LTDA ",NULL
2073,300,3,0,928,0,2018-11-19,2019-02-08,1186,682,1,2,"Bacharelado em Administração",2071,"Supermercado Boa Feira",NULL
2134,390,3,0,951,0,2018-09-12,2018-12-18,323,682,1,2,"Bacharelado em Administração",2054,"Cantinho da Cegonha LTDA ME",2
2173,300,3,0,986,0,2019-01-22,2019-05-31,1186,682,1,2,"Bacharelado em Administração",1664,"Sociedade de Advogados Nogueira e Barros",NULL
2248,700,3,0,1084,0,2019-01-10,2019-07-09,1186,682,1,2,"Bacharelado em Administração",1903,"Itaú Unibanco S.A",2
2267,476,3,0,1102,0,2019-04-01,2019-10-11,1186,682,1,2,"Bacharelado em Administração",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
2271,100,3,0,1105,0,2019-04-03,2019-04-05,6,682,1,2,"Bacharelado em Administração",1151,"Escola Estadual Olegário Maciel",1
2273,640,3,1,1109,0,2019-04-01,2019-09-30,1186,682,1,2,"Bacharelado em Administração",2188,"Julmar LTDA",2
4658,2220,3,0,1109,0,2020-01-02,2021-06-03,1186,682,1,2,"Bacharelado em Administração",696,"Sindicato Nacional dos Servidores Federais da Educação Básica, Profissional e Tecnológica - SINASEFE",2
2361,2844,3,1,1184,0,2017-06-28,2019-06-27,1186,682,1,2,"Bacharelado em Administração",575,"Governo de Minas Gerais",1
3467,336,3,0,1184,0,2019-08-26,2019-11-16,1186,682,1,2,"Bacharelado em Administração",2260,"Marinho's Esports LTDA",2
2524,330,3,0,1354,0,2019-07-22,2019-09-30,1186,682,1,2,"Bacharelado em Administração",2232,"Star Motos Motocicletas Januária LTDA",2
2631,300,3,0,1420,0,2018-05-10,2018-10-10,1186,682,1,2,"Bacharelado em Administração",2244,"Superene - Antunes Confecções LTDA",2
2765,350,3,0,1422,0,2017-11-10,2018-03-12,323,682,1,2,"Bacharelado em Administração",2268,"Departamento de Edificações e Estradas de Rodagem do Estado de Minas Gerais - DEER",1
2633,300,3,0,1424,0,2018-05-07,2018-08-17,1186,682,1,2,"Bacharelado em Administração",2246,"Escritório de Advocacia Sidnei Magalhães Pereira ",2
2761,300,3,0,1535,0,2017-04-17,2017-06-27,1186,682,1,2,"Bacharelado em Administração",2250,"FMBR Drograria LTDA",2
2764,300,3,0,1539,0,2017-10-23,2018-02-05,1186,682,1,2,"Bacharelado em Administração",311,"Instituto Estadual de Floresta - IEF",1
3950,1130,3,0,1542,0,2016-11-03,2017-07-31,346,682,1,2,"Bacharelado em Administração",2054,"Cantinho da Cegonha LTDA ME",2
2905,300,3,0,1685,0,2019-08-08,2019-12-31,1186,682,1,2,"Bacharelado em Administração",1589,"Prefeitura Municipal de Pedras de Maria da Cruz ",1
2943,300,3,0,1711,0,2018-04-04,2018-06-16,1186,682,1,2,"Bacharelado em Administração",2252,"Universidade Estadual de Montes Claros - UNIMONTES",1
6016,390,3,1,1711,0,2021-09-29,2021-12-28,1186,682,1,2,"Bacharelado em Administração",2531,"Caminhos Comércio Serviços e Treinamentos",2
3108,300,3,0,1795,0,2017-03-08,2017-05-19,346,682,1,2,"Bacharelado em Administração",2271,"Antônio Carlos Biapino de Brito - Carlos Eletromóveis EIRELI ",2
3109,336,3,0,1797,0,2018-03-15,2018-06-15,346,682,1,2,"Bacharelado em Administração",2272,"LTB Drogaria LTDA ME",2
3946,2742,3,1,1797,0,2016-02-01,2018-01-31,346,682,1,2,"Bacharelado em Administração",575,"Governo de Minas Gerais",1
3110,300,3,0,1799,0,2018-04-16,2018-07-18,323,682,1,2,"Bacharelado em Administração",2273,"Banco do Nordeste do Brasil S.A - BNB",2
3111,300,3,0,1801,0,2018-03-28,2018-06-18,346,682,1,2,"Bacharelado em Administração",2274,"Contabilidade Jonhson - Cláudio Maurício Cordeiro Pereira",2
3112,402,3,0,1803,0,2015-08-17,2015-11-20,319,682,1,2,"Bacharelado em Administração",2252,"Universidade Estadual de Montes Claros - UNIMONTES",1
3113,300,3,0,1804,0,2017-05-11,2017-07-20,309,682,1,2,"Bacharelado em Administração",2275,"Castelão Bicicletas",2
3114,300,3,0,1806,0,2017-08-21,2017-11-10,309,682,1,2,"Bacharelado em Administração",1617,"Isa Distribuidora - Valéria Martins de Jesus",NULL
3463,3018,3,1,1806,0,2015-06-16,2017-06-15,309,682,1,2,"Bacharelado em Administração",575,"Governo de Minas Gerais",1
3116,540,3,0,1807,0,2017-07-10,2019-01-09,323,682,1,2,"Bacharelado em Administração",1903,"Itaú Unibanco S.A",2
3117,1134,3,0,1808,0,2017-12-01,2018-08-22,323,682,1,2,"Bacharelado em Administração",696,"Sindicato Nacional dos Servidores Federais da Educação Básica, Profissional e Tecnológica - SINASEFE",2
3118,300,3,0,563,0,2014-09-16,2014-12-30,328,682,1,2,"Bacharelado em Administração",712,"SM Contabilidade e Assossoria Empresarial Ltda - Januária",2
3224,240,3,0,1867,0,2019-08-19,2019-10-16,1186,682,1,2,"Bacharelado em Administração",2282,"Comercial Maciel LTDA ",2
4536,80,3,0,1867,0,2020-01-02,2020-01-16,1186,682,1,2,"Bacharelado em Administração",2282,"Comercial Maciel LTDA ",2
5935,932,3,1,1867,0,2021-09-13,2022-09-13,1186,682,1,2,"Bacharelado em Administração",593,"Companhia de Saneamento de Minas Gerais - COPASA",1
3273,300,3,0,1894,0,2019-08-23,2019-10-31,1186,682,1,2,"Bacharelado em Administração",2283,"Francisval de Matos Soares ME",2
3436,300,3,0,1996,1,2017-12-01,2017-12-01,346,682,1,2,"Bacharelado em Administração",NULL,NULL,NULL
3437,300,3,0,1997,0,2017-01-30,2017-04-07,346,682,1,2,"Bacharelado em Administração",2286,"Viana e Porto Comércio LTDA ME - Ortomóveis",2
3438,1020,3,0,1999,0,2015-09-10,2016-06-16,422,682,1,2,"Bacharelado em Administração",1903,"Itaú Unibanco S.A",2
3439,300,3,0,2000,0,2017-04-27,2017-07-06,309,682,1,2,"Bacharelado em Administração",2287,"Deth Noivas e Modas - Elizete Ferreira Magalhães ME",2
3440,300,3,0,2002,0,2017-05-02,2017-05-02,309,682,1,2,"Bacharelado em Administração",2288,"Doce Vício Boutique",2
3441,300,3,0,567,0,2017-04-10,2017-07-14,346,682,1,2,"Bacharelado em Administração",701,"Serviços de Administração e Comércio LTDA - EPP - Januária/MG",NULL
3442,300,3,0,2004,1,2017-09-29,2017-09-29,309,682,1,2,"Bacharelado em Administração",NULL,NULL,NULL
3443,300,3,0,2005,0,2017-07-10,2017-09-19,309,682,1,2,"Bacharelado em Administração",2289,"Leonardo Andrade Santos ME",2
3444,300,3,,2007,0,2013-05-02,2013-07-10,346,682,1,2,"Bacharelado em Administração",434,"Centro de Formação de Condutores Valdemiro Camargos LTDA",2
3445,300,3,0,2009,1,2017-04-11,2017-04-11,309,682,1,2,"Bacharelado em Administração",NULL,NULL,NULL
3446,140,3,0,2010,0,2017-05-04,2017-06-09,309,682,1,2,"Bacharelado em Administração",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
3447,160,3,0,2010,0,2017-06-29,2017-08-17,346,682,1,2,"Bacharelado em Administração",585,"Mastec Cartuchos e Toners de Januária LTDA",2
3448,300,3,0,2012,1,2017-09-29,2017-09-29,309,682,1,2,"Bacharelado em Administração",NULL,NULL,NULL
3449,450,3,0,2013,0,2016-08-22,2016-12-22,309,682,1,2,"Bacharelado em Administração",2269,"Cáritas Diocesana de Januária - CDJ",2
3450,330,3,0,2015,0,2016-12-14,2017-12-28,346,682,1,2,"Bacharelado em Administração",453,"Padaria e Armazém Bafo da Onça - Thiago Castilho Macedo",2
3451,300,3,0,2017,1,2017-08-11,2017-08-11,309,682,1,2,"Bacharelado em Administração",NULL,NULL,NULL
3452,310,3,0,2018,0,2016-09-13,2016-12-15,346,682,1,2,"Bacharelado em Administração",808,"Comércio e Indústria Caribé S/A",2
3454,480,3,0,2020,0,2017-04-17,2017-08-17,309,682,1,2,"Bacharelado em Administração",448,"Prefeitura Municipal de Bonito de Minas",1
3455,300,3,0,2022,0,2014-10-06,2014-12-12,328,682,1,2,"Bacharelado em Administração",442,"Lojas Carajás",2
3456,300,3,0,2024,0,2016-06-20,2016-11-30,278,682,1,2,"Bacharelado em Administração",2291,"Auto Socorro Calixto - Ofir José Calixto ME",2
3457,300,3,0,2026,0,2016-09-01,2017-02-15,309,682,1,2,"Bacharelado em Administração",2292,"Esmont Produtos Metálicos LTDA",2
3458,310,3,0,2028,0,2016-09-19,2016-12-16,346,682,1,2,"Bacharelado em Administração",2293,"Casa Bella Móveis e Decoração LTDA",2
3466,330,3,0,2035,0,2016-11-14,2016-01-27,309,682,1,2,"Bacharelado em Administração",2295,"Guedes Placas - Adilson Guedes Nascimento",2
3468,300,3,0,2037,0,2015-12-14,2016-09-21,346,682,1,2,"Bacharelado em Administração",773,"Contabilidade J. Faria - Januária/MG",NULL
3469,2140,3,1,2037,0,2015-04-10,2016-12-30,346,682,1,2,"Bacharelado em Administração",2296,"Banco do Brasil S/A",2
4915,1506,3,1,2037,0,2014-01-08,2015-03-27,422,682,1,2,"Bacharelado em Administração",575,"Governo de Minas Gerais",1
3471,300,3,0,2040,0,2016-09-22,2017-01-20,346,682,1,2,"Bacharelado em Administração",1664,"Sociedade de Advogados Nogueira e Barros",NULL
3774,300,3,0,2227,0,2019-09-05,2019-11-22,1186,682,1,2,"Bacharelado em Administração",2315,"Posto de Medicamentos Vip Farma",2
3777,300,3,0,2230,0,2019-09-09,2019-11-18,1186,682,1,2,"Bacharelado em Administração",2320,"Prefeitura Municipal de Lontra",1
3780,300,3,0,2236,0,2019-09-09,2019-11-26,1186,682,1,2,"Bacharelado em Administração",2320,"Prefeitura Municipal de Lontra",1
3819,300,3,0,2265,0,2019-09-02,2020-01-27,1186,682,1,2,"Bacharelado em Administração",2324,"Look - Joelma Azevedo Gonzaga ",2
3876,300,3,0,2330,0,2019-09-18,2019-12-13,1186,682,1,2,"Bacharelado em Administração",2054,"Cantinho da Cegonha LTDA ME",2
3926,312,3,0,2358,0,2017-05-08,2017-08-25,309,682,1,2,"Bacharelado em Administração",4,"Empresa de Assistência Técnica e Extensão Rural do Estado de Minas Gerais - EMATER - MG",1
3927,300,3,0,2360,1,2018-02-09,2018-02-09,346,682,1,2,"Bacharelado em Administração",NULL,NULL,NULL
3928,510,3,0,2361,0,2014-05-28,2014-09-28,309,682,1,2,"Bacharelado em Administração",2252,"Universidade Estadual de Montes Claros - UNIMONTES",1
3929,510,3,0,2362,0,2016-10-21,2017-02-28,346,682,1,2,"Bacharelado em Administração",2054,"Cantinho da Cegonha LTDA ME",2
3931,320,3,0,2363,0,2017-09-25,2017-01-12,346,682,1,2,"Bacharelado em Administração",2032,"Madeirita Indústria e Comércio LTDA",NULL
3932,1564,3,1,2365,0,2015-11-03,2017-05-02,278,682,1,2,"Bacharelado em Administração",4,"Empresa de Assistência Técnica e Extensão Rural do Estado de Minas Gerais - EMATER - MG",1
3933,528,3,0,2365,0,2017-05-03,2017-11-02,346,682,1,2,"Bacharelado em Administração",4,"Empresa de Assistência Técnica e Extensão Rural do Estado de Minas Gerais - EMATER - MG",1
3934,300,3,0,2366,0,2017-10-31,2017-02-09,309,682,1,2,"Bacharelado em Administração",584,"Escola Estadual de Cruz dos Araújos",1
3935,300,3,0,2369,1,2018-09-27,2018-09-27,323,682,1,2,"Bacharelado em Administração",NULL,NULL,NULL
3936,300,3,0,2370,0,2017-02-27,2017-05-08,346,682,1,2,"Bacharelado em Administração",322,"Diva Pereira Barbosa",2
3937,300,3,0,2372,0,2017-08-21,2017-11-10,346,682,1,2,"Bacharelado em Administração",2320,"Prefeitura Municipal de Lontra",1
3938,300,3,0,2374,0,2017-08-21,2017-11-10,346,682,1,2,"Bacharelado em Administração",329,"Pizzaria Paulista - Paulo Rodrigues Mendes",2
3939,300,3,0,2376,1,2018-07-20,2018-07-20,323,682,1,2,"Bacharelado em Administração",2335,"Fort Diesel EIRELI -  ME",2
3940,385,3,0,2377,0,2017-11-09,2018-02-08,323,682,1,2,"Bacharelado em Administração",2054,"Cantinho da Cegonha LTDA ME",2
3941,300,3,0,2378,1,2018-05-11,2018-05-11,323,682,1,2,"Bacharelado em Administração",NULL,NULL,NULL
3942,300,3,0,2379,1,2018-09-13,2018-09-13,323,682,1,2,"Bacharelado em Administração",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
3943,300,3,0,2380,0,2017-05-30,2017-08-16,323,682,1,2,"Bacharelado em Administração",1246,"Escola Municipal Joana Porto",1
3944,300,3,0,2382,0,2016-04-05,2016-06-10,278,682,1,2,"Bacharelado em Administração",2251,"Easy English School",2
3945,344,3,0,2383,0,2017-08-21,2017-11-03,346,682,1,2,"Bacharelado em Administração",2320,"Prefeitura Municipal de Lontra",1
3947,318,3,0,2385,0,2014-12-05,2015-02-18,346,682,1,2,"Bacharelado em Administração",1903,"Itaú Unibanco S.A",2
3948,300,3,0,2386,0,2017-11-01,2018-01-15,323,682,1,2,"Bacharelado em Administração",374,"Fundação Educacional Caio Martins - FUCAM ",1
3949,300,3,0,2388,0,2017-01-18,2017-03-31,323,682,1,2,"Bacharelado em Administração",2336,"Quero Gás e Água Mineral de Januária LTDA ME",2
4181,1080,3,1,2490,0,2019-09-12,2020-06-01,1186,682,1,2,"Bacharelado em Administração",2054,"Cantinho da Cegonha LTDA ME",2
5952,1200,3,0,2490,0,2021-09-14,2022-06-25,1186,682,1,2,"Bacharelado em Administração",2260,"Marinho's Esports LTDA",2
4441,2088,3,1,2658,0,2019-11-04,2021-11-02,1186,682,1,2,"Bacharelado em Administração",4,"Empresa de Assistência Técnica e Extensão Rural do Estado de Minas Gerais - EMATER - MG",1
6272,300,3,0,2658,0,2022-05-02,2022-07-29,1186,682,1,2,"Bacharelado em Administração",2054,"Cantinho da Cegonha LTDA ME",2
4480,300,3,0,2678,0,2019-11-19,2020-01-15,1186,682,1,2,"Bacharelado em Administração",2366,"Pira Mundo - Ernani Pereira da Silva ",2
4487,1740,3,1,2682,0,2019-12-09,2021-08-06,1186,682,1,2,"Bacharelado em Administração",4,"Empresa de Assistência Técnica e Extensão Rural do Estado de Minas Gerais - EMATER - MG",1
6153,384,3,0,2682,0,2022-04-04,2022-06-30,1186,682,1,2,"Bacharelado em Administração",2336,"Quero Gás e Água Mineral de Januária LTDA ME",2
4489,642,3,0,2079,0,2019-09-02,2020-02-02,1186,682,1,2,"Bacharelado em Administração",957,"Instituto de Desenvolvimento do Norte e Nordeste de Minas Gerais - IDENE",1
5703,2364,3,1,2079,0,2020-02-10,2021-09-01,1186,682,1,2,"Bacharelado em Administração",957,"Instituto de Desenvolvimento do Norte e Nordeste de Minas Gerais - IDENE",1
4508,3420,3,0,2685,0,2016-06-16,2016-09-02,1186,682,1,2,"Bacharelado em Administração",1938,"Imobiliária Mota LTDA ",NULL
4547,300,3,0,2729,0,2019-12-19,2020-03-06,1186,682,1,2,"Bacharelado em Administração",2260,"Marinho's Esports LTDA",2
4548,320,3,0,2730,0,2020-01-06,2020-03-11,1186,682,1,2,"Bacharelado em Administração",2382,"Norte Construções LTDA-ME",2
4698,309,3,0,2795,0,2020-02-17,2020-10-23,1186,682,1,2,"Bacharelado em Administração",2389,"Academia Elite Sports Luz LTDA",2
4705,360,3,0,2801,0,2020-02-18,2020-04-30,1186,682,1,2,"Bacharelado em Administração",2392,"Instituto de Ensino de Januária LTDA",2
4709,138,3,0,2808,0,2020-02-17,2020-03-20,1186,682,1,2,"Bacharelado em Administração",1041,"Prefeitura Municipal de Januária ",1
5731,168,3,0,2808,0,2020-11-17,2021-01-20,1186,682,1,2,"Bacharelado em Administração",1041,"Prefeitura Municipal de Januária ",1
4859,2160,3,0,2858,0,2019-08-12,2021-03-01,1186,682,1,2,"Bacharelado em Administração",1903,"Itaú Unibanco S.A",2
4900,300,3,0,2928,0,2014-03-10,2014-06-30,278,682,1,2,"Bacharelado em Administração",4,"Empresa de Assistência Técnica e Extensão Rural do Estado de Minas Gerais - EMATER - MG",1
4901,1028,3,1,2930,0,2013-12-10,2015-02-09,309,682,1,2,"Bacharelado em Administração",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
4902,436,3,0,2930,0,2015-02-02,2015-07-31,319,682,1,2,"Bacharelado em Administração",2268,"Departamento de Edificações e Estradas de Rodagem do Estado de Minas Gerais - DEER",1
4903,300,3,0,2932,1,2015-11-04,2015-11-05,319,682,1,2,"Bacharelado em Administração",575,"Governo de Minas Gerais",1
4904,300,3,0,2933,0,2012-10-26,2013-01-30,319,682,1,2,"Bacharelado em Administração",2409,"ENGEPLAN - Planejamento C A e Engenharia Rural LTDA",2
4905,360,3,0,2935,0,2013-09-02,2015-03-19,309,682,1,2,"Bacharelado em Administração",773,"Contabilidade J. Faria - Januária/MG",NULL
4906,548,3,1,2936,0,2013-12-10,2014-06-27,309,682,1,2,"Bacharelado em Administração",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
5315,545,3,0,2936,0,2013-08-01,2013-12-31,3201,682,1,2,"Bacharelado em Administração",2054,"Cantinho da Cegonha LTDA ME",2
4908,920,3,0,2937,0,2014-08-20,2015-04-30,309,682,1,2,"Bacharelado em Administração",1970,"Cooperativa de Crédito de Livre Admissão de Associados de Norte de Minas LTDA - SICOOB CREDINOR",2
4909,840,3,1,2937,0,2014-01-20,2014-08-19,309,682,1,2,"Bacharelado em Administração",1970,"Cooperativa de Crédito de Livre Admissão de Associados de Norte de Minas LTDA - SICOOB CREDINOR",2
4910,624,3,1,2940,0,2013-12-10,2014-07-28,309,682,1,2,"Bacharelado em Administração",319,"Instituto Federal do Norte de Minas Gerais - IFNMG - Campus Januária",1
5322,534,3,0,2940,0,2013-10-01,2014-01-31,3201,682,1,2,"Bacharelado em Administração",2286,"Viana e Porto Comércio LTDA ME - Ortomóveis",2
4911,300,3,0,2941,0,2012-11-05,2013-02-04,422,682,1,2,"Bacharelado em Administração",311,"Instituto Estadual de Floresta - IEF",1
4912,300,3,0,2942,0,2014-10-13,2014-12-19,309,682,1,2,"Bacharelado em Administração",2412,"José Ferreira dos Santos - ME - Moda Show ",2
4913,300,3,0,2945,0,2014-11-03,2015-04-30,319,682,1,2,"Bacharelado em Administração",2169,"PLANAL - Planejamento Agrícola Nacional LTDA",2
4914,300,3,0,2946,0,2014-09-10,2014-11-30,319,682,1,2,"Bacharelado em Administração",2413,"New Star Calçados LTDA",2
5301,1200,3,0,3180,0,2012-09-17,2013-09-17,328,682,1,2,"Bacharelado em Administração",1970,"Cooperativa de Crédito de Livre Admissão de Associados de Norte de Minas LTDA - SICOOB CREDINOR",2
5302,300,3,0,3181,0,2014-09-17,2014-11-25,328,682,1,2,"Bacharelado em Administração",2286,"Viana e Porto Comércio LTDA ME - Ortomóveis",2
5303,300,3,0,3183,0,2014-09-03,2014-12-05,328,682,1,2,"Bacharelado em Administração",933,"Prefeitura Municipal de Itacarambi",1
5304,312,3,0,3185,0,2013-09-16,2013-12-13,328,682,1,2,"Bacharelado em Administração",2441,"Elaine Lima Ferreira Veiga - ME",2
5305,300,3,0,3187,0,2013-01-23,2013-04-08,309,682,1,2,"Bacharelado em Administração",687,"Escritório de Advocacia Álisson Lisboa da Silva e Antônio Marcos Andrada ",2
5306,368,3,0,3188,0,2013-03-27,2013-06-28,328,682,1,2,"Bacharelado em Administração",719,"Terra a Teto Engenharia LTDA ",2
5307,300,3,0,3190,1,2014-10-27,2014-10-28,328,682,1,2,"Bacharelado em Administração",NULL,NULL,NULL
5308,336,3,0,3191,0,2013-08-05,2013-11-30,328,682,1,2,"Bacharelado em Administração",2442,"Supermercado Pão de Mel LTDA ",2
5309,876,3,0,3193,0,2012-12-03,2013-12-03,328,682,1,2,"Bacharelado em Administração",4,"Empresa de Assistência Técnica e Extensão Rural do Estado de Minas Gerais - EMATER - MG",1
5310,960,3,0,3194,0,2011-05-11,2012-05-11,328,682,1,2,"Bacharelado em Administração",311,"Instituto Estadual de Floresta - IEF",1
5311,300,3,0,3195,0,2012-06-18,2012-09-30,328,682,1,2,"Bacharelado em Administração",808,"Comércio e Indústria Caribé S/A",2
5312,300,3,0,3196,1,2014-02-12,2014-02-13,422,682,1,2,"Bacharelado em Administração",NULL,NULL,NULL
5313,480,3,1,3197,0,2020-02-20,2020-08-20,1186,682,1,2,"Bacharelado em Administração",2443,"Clínica Santa Alice - EIRELE ",2
5314,2016,3,0,3199,0,2012-12-12,2014-06-13,328,682,1,2,"Bacharelado em Administração",619,"Instituto Pauline Reichstul ",2
5316,300,3,0,3202,0,2014-09-03,2014-12-15,328,682,1,2,"Bacharelado em Administração",850,"PER Produtos Agropecuários LTDA ",2
5317,300,3,0,3203,0,2014-07-18,2014-10-09,328,682,1,2,"Bacharelado em Administração",2444,"Disk Gás e Cerveja do Didi ",2
5318,300,3,0,3205,0,2012-08-27,2012-11-09,328,682,1,2,"Bacharelado em Administração",2445,"José Ivani Madureira de Souza ",2
5319,300,3,0,3207,1,2014-12-05,2014-12-06,328,682,1,2,"Bacharelado em Administração",NULL,NULL,NULL
5320,350,3,0,3208,0,2014-01-06,2014-05-31,328,682,1,2,"Bacharelado em Administração",2054,"Cantinho da Cegonha LTDA ME",2
5321,2640,3,0,3209,0,2012-09-17,2014-09-20,328,682,1,2,"Bacharelado em Administração",4,"Empresa de Assistência Técnica e Extensão Rural do Estado de Minas Gerais - EMATER - MG",1
5323,300,3,0,3210,0,2011-12-08,2013-06-08,328,682,1,2,"Bacharelado em Administração",957,"Instituto de Desenvolvimento do Norte e Nordeste de Minas Gerais - IDENE",1
5324,436,3,0,3211,0,2013-07-01,2013-10-31,328,682,1,2,"Bacharelado em Administração",2273,"Banco do Nordeste do Brasil S.A - BNB",2
5325,1020,3,0,3213,0,2013-05-01,2013-12-31,309,682,1,2,"Bacharelado em Administração",2054,"Cantinho da Cegonha LTDA ME",2
5326,376,3,0,3214,0,2013-05-29,2013-08-14,328,682,1,2,"Bacharelado em Administração",2269,"Cáritas Diocesana de Januária - CDJ",2
5327,300,3,0,3215,0,2013-08-08,2013-11-14,328,682,1,2,"Bacharelado em Administração",2294,"Colégio São Francisco - Ensino Fundamental e Médio LTDA ",2
5328,300,3,0,3216,1,2014-08-29,2014-08-30,328,682,1,2,"Bacharelado em Administração",NULL,NULL,NULL
5329,1920,3,0,3217,0,2009-02-06,2011-02-06,328,682,1,2,"Bacharelado em Administração",311,"Instituto Estadual de Floresta - IEF",1
5330,312,3,0,3218,0,NULL,2013-06-30,328,682,1,2,"Bacharelado em Administração",2446,"O Boticário ",2
5734,360,3,0,3387,0,2020-11-17,2021-02-16,1186,682,1,2,"Bacharelado em Administração",2260,"Marinho's Esports LTDA",2
5752,1440,3,0,3399,0,2020-12-14,2021-12-13,1186,682,1,2,"Bacharelado em Administração",1970,"Cooperativa de Crédito de Livre Admissão de Associados de Norte de Minas LTDA - SICOOB CREDINOR",2
5818,310,3,0,3449,0,2021-03-17,2021-06-16,1186,682,1,2,"Bacharelado em Administração",1761,"Pet  Agrominas LTDA",2
5819,300,3,0,3451,0,2021-03-18,2021-05-26,1186,682,1,2,"Bacharelado em Administração",2054,"Cantinho da Cegonha LTDA ME",2
5840,240,3,1,3473,0,2021-05-10,2021-07-09,1186,682,1,2,"Bacharelado em Administração",2260,"Marinho's Esports LTDA",2
5928,300,3,0,3473,0,2021-07-27,2021-10-06,1186,682,1,2,"Bacharelado em Administração",2494,"Rysam Engenharia",2
5852,300,3,0,3486,1,2021-05-26,2021-05-26,1186,682,1,2,"Bacharelado em Administração",NULL,NULL,NULL
